rep_id,rep_name,segment,territory,hire_date,termination_date,month_end_date,months_since_hire,annual_quota,monthly_quota,ramp_profile_id,ramp_pct,expected_attainment,theoretical_quota_capacity,expected_productive_capacity,new_logo_share_of_bookings,new_logo_productive_capacity,actual_bookings,actual_attainment
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2024-05-31,65,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,36401.50,0.43681800000000004
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2024-06-30,66,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,141770.51,1.7012461200000002
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2024-07-31,67,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,64821.02,0.77785224
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2024-08-31,68,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,1106.42,0.013277040000000002
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2024-09-30,69,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,21992.07,0.26390484000000003
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2024-10-31,70,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,114107.55,1.3692906
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2024-11-30,71,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,131461.20,1.5775344000000002
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2024-12-31,72,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,13878.25,0.16653900000000002
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2025-01-31,73,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,1819.81,0.02183772
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2025-02-28,74,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,36096.78,0.43316136
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2025-03-31,75,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,32953.41,0.3954409200000001
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2025-04-30,76,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,80131.39,0.9615766800000001
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2025-05-31,77,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,51585.17,0.61902204
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2025-06-30,78,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,112805.15,1.3536618
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2025-07-31,79,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,52122.83,0.6254739600000001
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2025-08-31,80,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,13445.55,0.1613466
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2025-09-30,81,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,25987.66,0.31185192
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2025-10-31,82,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,0.00,0.0
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2025-11-30,83,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,83062.71,0.9967525200000001
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2025-12-31,84,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,48178.51,0.5781421200000001
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2026-01-31,85,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,39706.81,0.47648172
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2026-02-28,86,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,31407.32,0.37688784000000003
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2026-03-31,87,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,43427.35,0.5211282
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2026-04-30,88,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,26343.30,0.3161196
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2026-05-31,89,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,22111.93,0.26534316
REP-010,Anouk Reyes,Mid-Market,West,2019-01-02,,2026-06-30,90,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,0.00,0.0
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2024-01-31,61,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,149726.01,1.2833658000000001
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2024-02-29,62,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,33780.03,0.2895431142857143
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2024-03-31,63,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,0.00,0.0
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2024-04-30,64,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,95091.44,0.8150694857142857
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2024-05-31,65,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,0.00,0.0
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2024-06-30,66,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,176772.85,1.5151958571428572
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2024-07-31,67,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,26895.80,0.23053542857142856
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2024-08-31,68,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,0.00,0.0
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2024-09-30,69,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,4894.90,0.04195628571428571
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2024-10-31,70,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,0.00,0.0
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2024-11-30,71,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,0.00,0.0
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2024-12-31,72,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,0.00,0.0
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2025-01-31,73,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,0.00,0.0
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2025-02-28,74,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,14149.99,0.12128562857142856
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2025-03-31,75,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,23360.84,0.20023577142857144
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2025-04-30,76,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,0.00,0.0
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2025-05-31,77,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,0.00,0.0
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2025-06-30,78,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,77274.94,0.6623566285714285
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2025-07-31,79,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,0.00,0.0
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2025-08-31,80,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,0.00,0.0
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2025-09-30,81,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,0.00,0.0
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2025-10-31,82,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,4896.19,0.041967342857142854
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2025-11-30,83,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,19111.31,0.16381122857142857
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2025-12-31,84,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,16778.49,0.14381562857142857
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2026-01-31,85,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,5181.66,0.04441422857142857
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2026-02-28,86,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,0.00,0.0
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2026-03-31,87,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,122294.13,1.0482354
REP-014,Zubeida Sandoval,Enterprise,Midwest,2019-01-02,2026-04-30,2026-04-30,88,1400000.00,116666.66666666667,enterprise,1.00,0.5721396848571428,116666.66666666667,66749.6299,0.5737636670113491,38298.51242307439,11202.92,0.09602502857142857
REP-016,Jian Zielinski,SMB,West,2019-05-13,2024-01-31,2024-01-31,57,700000.00,58333.333333333336,standard,1.00,0.47052666608506,58333.333333333336,27447.388854961835,0.8680089553271375,23824.57932645314,5201.59,0.08917011428571428
REP-018,Esperanza Kaminski,Mid-Market,West,2019-10-25,2025-02-28,2024-01-31,52,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,0.00,0.0
REP-018,Esperanza Kaminski,Mid-Market,West,2019-10-25,2025-02-28,2024-02-29,53,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,1526.63,0.018319560000000002
REP-018,Esperanza Kaminski,Mid-Market,West,2019-10-25,2025-02-28,2024-03-31,54,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,73650.48,0.88380576
REP-018,Esperanza Kaminski,Mid-Market,West,2019-10-25,2025-02-28,2024-04-30,55,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,499.70,0.0059964
REP-018,Esperanza Kaminski,Mid-Market,West,2019-10-25,2025-02-28,2024-05-31,56,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,0.00,0.0
REP-018,Esperanza Kaminski,Mid-Market,West,2019-10-25,2025-02-28,2024-06-30,57,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,14988.29,0.17985948000000002
REP-018,Esperanza Kaminski,Mid-Market,West,2019-10-25,2025-02-28,2024-07-31,58,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,50993.88,0.61192656
REP-018,Esperanza Kaminski,Mid-Market,West,2019-10-25,2025-02-28,2024-08-31,59,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,58227.94,0.6987352800000001
REP-018,Esperanza Kaminski,Mid-Market,West,2019-10-25,2025-02-28,2024-09-30,60,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,48867.60,0.5864112
REP-018,Esperanza Kaminski,Mid-Market,West,2019-10-25,2025-02-28,2024-10-31,61,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,30433.40,0.36520080000000005
REP-018,Esperanza Kaminski,Mid-Market,West,2019-10-25,2025-02-28,2024-11-30,62,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,7071.95,0.0848634
REP-018,Esperanza Kaminski,Mid-Market,West,2019-10-25,2025-02-28,2024-12-31,63,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,30699.62,0.36839544
REP-018,Esperanza Kaminski,Mid-Market,West,2019-10-25,2025-02-28,2025-01-31,64,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,60023.64,0.72028368
REP-018,Esperanza Kaminski,Mid-Market,West,2019-10-25,2025-02-28,2025-02-28,65,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,14827.84,0.17793408000000002
REP-023,Saoirse Eriksen,Mid-Market,Midwest,2021-05-18,2024-07-31,2024-01-31,33,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,50929.02,0.61114824
REP-023,Saoirse Eriksen,Mid-Market,Midwest,2021-05-18,2024-07-31,2024-02-29,34,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,74896.43,0.8987571599999999
REP-023,Saoirse Eriksen,Mid-Market,Midwest,2021-05-18,2024-07-31,2024-03-31,35,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,80927.12,0.97112544
REP-023,Saoirse Eriksen,Mid-Market,Midwest,2021-05-18,2024-07-31,2024-04-30,36,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,43328.64,0.51994368
REP-023,Saoirse Eriksen,Mid-Market,Midwest,2021-05-18,2024-07-31,2024-05-31,37,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,15596.01,0.18715212
REP-023,Saoirse Eriksen,Mid-Market,Midwest,2021-05-18,2024-07-31,2024-06-30,38,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,44937.31,0.53924772
REP-023,Saoirse Eriksen,Mid-Market,Midwest,2021-05-18,2024-07-31,2024-07-31,39,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,14372.08,0.17246496
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2024-01-31,27,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,9401.34,0.11281608000000001
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2024-02-29,28,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,140834.39,1.6900126800000002
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2024-03-31,29,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,20572.85,0.2468742
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2024-04-30,30,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,31498.94,0.37798728
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2024-05-31,31,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,103876.17,1.24651404
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2024-06-30,32,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,17305.14,0.20766168000000002
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2024-07-31,33,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,93114.04,1.1173684799999999
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2024-08-31,34,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,99465.82,1.1935898400000002
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2024-09-30,35,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,81866.74,0.9824008800000001
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2024-10-31,36,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,97553.11,1.17063732
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2024-11-30,37,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,89231.35,1.0707762
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2024-12-31,38,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,105080.74,1.26096888
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2025-01-31,39,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,58427.31,0.70112772
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2025-02-28,40,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,61800.09,0.74160108
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2025-03-31,41,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,157795.44,1.89354528
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2025-04-30,42,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,73134.37,0.87761244
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2025-05-31,43,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,19763.63,0.23716356000000002
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2025-06-30,44,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,50255.14,0.60306168
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2025-07-31,45,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,159448.19,1.91337828
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2025-08-31,46,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,0.00,0.0
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2025-09-30,47,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,180664.16,2.16796992
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2025-10-31,48,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,58433.79,0.70120548
REP-026,Nadia Eriksen,Mid-Market,Mountain,2021-11-11,,2025-11-30,49,1000000.00,83333.33333333333,standard,1.00,0.7712577286363639,83333.33333333333,64271.47738636365,0.4147782801896837,26658.412855566065,24435.86,0.29323032000000004
